Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
41501330;Paquimetria ultrassônica - monocular - indicação específica;2021-08-01;;2021-10-31
41501349;Biometria ultrassônica (Ecobiometria) - monocular - indicação específica;2021-08-01;;2021-10-31
50000012;Sessão de psicomotricidade individual;2012-10-10;;2014-08-31
50000020;Sessão de psicomotricidade em grupo;2012-10-10;;2014-08-31
50000039;Sessão de ludoterapia individual;2012-10-10;;2014-08-31
50000047;Sessão de ludoterapia em grupo;2012-10-10;;2014-08-31
50000055;Consulta individual ambulatorial, em terapia ocupacional;2012-10-10;;2014-08-31
50000063;Consulta individual domiciliar, em terapia ocupacional;2012-10-10;;2014-08-31
50000071;Consulta individual hospitalar, em terapia ocupacional;2012-10-10;;2014-08-31
50000080;Sessão individual ambulatorial, em terapia ocupacional;2012-10-10;;2014-08-31
50000098;Sessão individual domiciliar, em terapia ocupacional;2012-10-10;;2014-08-31
50000101;Sessão individual hospitalar, em terapia ocupacional;2012-10-10;;2014-08-31
50000110;Sessão de terapia ocupacional familiar;2012-10-10;;2014-08-31
50000128;Sessão de terapia ocupacional em grupo;2012-10-10;;2014-08-31
50000136;Sessão de terapia ocupacional para treinamento órteses, próteses e adaptações;2012-10-10;;2014-08-31
50000144;Consulta ambulatorial em fisioterapia;2012-10-10;;2014-08-31
50000152;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2012-10-10;2016-03-31;2014-08-31
50000160;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;2012-10-10;2015-12-31;2014-08-31
50000160;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;2016-01-01;;2016-03-31
50000179;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de alterações no sistema respiratório;2012-10-10;2016-03-31;2014-08-31
50000187;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2012-10-10;2016-03-31;2014-08-31
50000195;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de queimaduras;2012-10-10;2015-12-31;2014-08-31
50000195;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de queimaduras;2016-01-01;;2016-03-31
50000209;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico;2012-10-10;2015-12-31;2014-08-31
50000209;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico;2016-01-01;;2016-03-31
50000217;Sessão para assistência fisioterapêutica ambulatorial no pré e pós cirúrgico e em recuperação de tecidos;2012-10-10;2015-12-31;2014-08-31
50000217;Atendimento fisioterapêutico ambulatorial no pré e pós cirúrgico e em recuperação de tecidos;2016-01-01;;2016-03-31
50000225;Sessão para assistência fisioterapêutica ambulatorial por alterações endocrino-metabólicas;2012-10-10;2016-03-31;2014-08-31
50000233;Sessão para assistência fisioterapêutica ambulatorial para alterações inflamatórias e ou degenerativas do aparelho genito-urinário e reprodutor;2012-10-10;2015-12-31;2014-08-31
50000233;Atendimento fisioterapêutico ambulatorial para alterações inflamatórias e ou degenerativas do aparelho genito-urinário e reprodutor, e/ou proctológico;2016-01-01;;2016-03-31
50000241;Consulta domiciliar em fisioterapia;2012-10-10;;2014-08-31
50000250;Sessão para assistência fisioterapêutica domiciliar ao paciente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2012-10-10;2015-12-31;2014-08-31
50000250;Atendimento fisioterapêutico domiciliar ao paciente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2016-01-01;;2016-03-31
50000268;Sessão para assistência fisioterapêutica domiciliar ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;2012-10-10;2015-12-31;2014-08-31
50000268;Atendimento fisioterapêutico domiciliar ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;2016-01-01;;2016-03-31
50000276;Sessão para assistência fisioterapêutica domiciliar ao paciente com disfunção decorrente de alterações no sistema respiratório;2012-10-10;2015-12-31;2014-08-31
50000276;Atendimento fisioterapêutico domiciliar ao paciente com disfunção decorrente de alterações no sistema respiratório;2016-01-01;;2016-03-31
50000284;Sessão para assistência fisioterapêutica domiciliar ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2012-10-10;2015-12-31;2014-08-31
50000284;Atendimento fisioterapêutico domiciliar ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2016-01-01;;2016-03-31
50000292;Sessão para assistência fisioterapêutica domiciliar ao paciente com disfunção decorrente de queimaduras;2012-10-10;2015-12-31;2014-08-31
50000292;Atendimento fisioterapêutico domiciliar ao paciente com disfunção decorrente de queimaduras;2016-01-01;;2016-03-31
50000306;Sessão para assistência fisioterapêutica domiciliar ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico;2012-10-10;2015-12-31;2014-08-31
50000306;Atendimento fisioterapêutico domiciliar ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico;2016-01-01;;2016-03-31
50000314;Sessão para assistência fisioterapêutica domiciliar no pré e pós cirúrgico e em recuperação de tecidos;2012-10-10;2015-12-31;2014-08-31
50000314;Atendimento fisioterapêutico domiciliar no pré e pós cirúrgico e em recuperação de tecidos;2016-01-01;;2016-03-31
50000322;Sessão para assistência fisioterapêutica domiciliar por alterações endocrino-metabólicas;2012-10-10;2015-12-31;2014-08-31
50000322;Atendimento fisioterapêutico domiciliar por alterações endocrino-metabólicas;2016-01-01;;2016-03-31
50000330;Sessão para assistência fisioterapêutica domiciliar para alterações inflamatórias e ou degenerativas do aparelho genito-urinário e reprodutor;2012-10-10;2015-12-31;2014-08-31
50000330;Atendimento fisioterapêutico domiciliar para alterações inflamatórias e ou degenerativas do aparelho genito-urinário, reprodutor e/ou proctológico;2016-01-01;;2016-03-31
50000349;Consulta hospitalar em fisioterapia;2012-10-10;;2014-08-31
50000357;Sessão para assistência fisioterapêutica hospitalar ao paciente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2012-10-10;2016-03-31;2014-08-31
50000365;Sessão para assistência fisioterapêutica hospitalar ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;2012-10-10;2015-12-31;2014-08-31
50000365;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;2016-01-01;;2016-03-31
50000373;Sessão para assistência fisioterapêutica hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório;2012-10-10;2016-03-31;2014-08-31
50000381;Sessão para assistência fisioterapêutica hospitalar ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2012-10-10;2015-12-31;2014-08-31
50000381;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2016-01-01;;2016-03-31
50000390;Sessão para assistência fisioterapêutica hospitalar ao paciente com disfunção decorrente de queimaduras;2012-10-10;2015-12-31;2014-08-31
50000390;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de queimaduras;2016-01-01;;2016-03-31
50000403;Sessão para assistência fisioterapêutica hospitalar ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico;2012-10-10;2015-12-31;2014-08-31
50000403;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico;2016-01-01;;2016-03-31
50000411;Sessão para assistência fisioterapêutica hospitalar no pré e pós cirúrgico e em recuperação de tecidos;2012-10-10;2015-12-31;2014-08-31
50000411;Atendimento fisioterapêutico hospitalar no pré e pós cirúrgico e em recuperação de tecidos;2016-01-01;;2016-03-31
50000420;Sessão para assistência fisioterapêutica hospitalar por alterações endocrino-metabólicas;2012-10-10;2015-12-31;2014-08-31
50000420;Atendimento fisioterapêutico hospitalar por alterações endocrino-metabólicas;2016-01-01;;2016-03-31
50000438;Hidroterapia;2012-10-10;2016-03-31;2014-08-31
50000446;RPG;2012-10-10;2015-12-31;2014-08-31
50000446;Reeducação Postural Global;2016-01-01;;2016-03-31
50000454;Sessão para assistência fisioterapêutica hospitalar para alterações inflamatórias e ou degenerativas do aparelho genito-urinário e reprodutor;2012-10-10;2015-12-31;2014-08-31
50000454;Atendimento fisioterapêutico hospitalar para alterações inflamatórias e ou degenerativas do aparelho genito-urinário, reprodutor e/ou proctológico;2016-01-01;;2016-03-31
50000462;Consulta em psicologia;2012-10-10;;2014-08-31
50000470;Sessão de psicoterapia individual por psicólogo;2012-10-10;;2014-08-31
50000489;Sessão de psicoterapia em grupo por psicólogo;2012-10-10;;2014-08-31
50000497;Sessão de psicoterapia em casal por psicólogo;2012-10-10;;2014-08-31
50000500;Sessão de psicoterapia familiar por psicólogo;2012-10-10;;2014-08-31
50000519;Acompanhamento e reabilitação profissional por psicólogo;2012-10-10;;2014-08-31
50000527;Consulta hospitalar de enfermagem;2014-05-26;;2014-08-31
50000527;Enfermagem hospitalar;2012-10-10;2014-05-25;2014-05-30
50000535;Consulta domiciliar de enfermagem;2014-05-26;;2014-08-31
50000535;Enfermagem domiciliar;2012-10-10;2014-05-25;2014-05-30
50000543;Acompanhamento de cuidador domiciliar;2012-10-10;;2014-08-31
50000551;Acompanhamento de cuidador para paciente psiquiátrico;2012-10-10;;2014-08-31
50000560;Consulta ambulatorial por nutricionista;2012-10-10;;2014-08-31
50000578;Consulta domiciliar por nutricionista;2012-10-10;;2014-08-31
50000586;Consulta individual ambulatorial de fonoaudiologia;2012-10-10;;2014-08-31
50000594;Consulta individual domiciliar de fonoaudiologia;2012-10-10;;2014-08-31
50000608;Consulta individual hospitalar de fonoaudiologia;2012-10-10;;2014-08-31
50000616;Sessão individual ambulatorial de fonoaudiologia;2012-10-10;;2014-08-31
50000624;Sessão individual domiciliar de fonoaudiologia;2012-10-10;;2014-08-31
50000632;Sessão individual hospitalar de fonoaudiologia;2012-10-10;;2014-08-31
50000640;Sessão de fonoaudiologia em grupo;2012-10-10;;2014-08-31
50000659;Orientação fonoaudiológica aos pais/escolar/cuidador;2012-10-10;;2014-08-31
50000667;Análise acústica da voz por fonoaudiólogo;2012-10-10;;2014-08-31
50000675;Avaliação do processamento auditivo central por fonoaudiólogo;2012-10-10;;2014-08-31
50000683;Visita de assistente social;2012-10-10;;2014-08-31
50000691;Consulta hospitalar por nutricionista;2012-10-10;;2014-08-31
50000705;Consulta ambulatorial de enfermagem;2014-05-26;;2014-08-31
50000713;Atendimento fisioterapêutico ambulatorial ao paciente independente ou com dependência parcial, com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2016-01-01;;2016-03-31
50000721;Atendimento fisioterapêutico ambulatorial ao paciente dependente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2016-01-01;;2016-03-31
50000730;Atendimento fisioterapêutico ambulatorial individual ao paciente com disfunção decorrente de alterações no sistema respiratório;2016-01-01;;2016-03-31
50000748;Atendimento fisioterapêutico ambulatorial em grupo aos pacientes com disfunção decorrente de alterações no sistema respiratório;2016-01-01;;2016-03-31
50000756;Atendimento fisioterapêutico ambulatorial individual ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2016-01-01;;2016-03-31
50000764;Atendimento fisioterapêutico ambulatorial em grupo aos pacientes com disfunção decorrente de alterações do sistema cardiovascular;2016-01-01;;2016-03-31
50000772;Atendimento fisioterapêutico ambulatorial individual por alterações endocrino-metabólicas;2016-01-01;;2016-03-31
50000780;Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas;2016-01-01;;2016-03-31
50000799;Atendimento fisioterapêutico hospitalar ao paciente independente ou com dependência parcial, com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2016-01-01;;2016-03-31
50000802;Atendimento fisioterapêutico hospitalar ao paciente dependente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2016-01-01;;2016-03-31
50000810;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório com assistência ventilatória.;2016-01-01;;2016-03-31
50000829;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório sem assistência ventilatória;2016-01-01;;2016-03-31
50000837;Fisioterapia aquatica individual;2016-01-01;2016-01-14;2016-03-31
50000837;Fisioterapia aquatica individual (Hidroterapia);2016-01-15;;2016-04-15
50000845;Fisioterapia aquatica em grupo;2016-01-01;2016-01-14;2016-03-31
50000845;Fisioterapia aquatica em grupo (Hidroterapia);2016-01-15;;2016-04-15
50000853;Atendimento Fisioterapêutico individual em Pilates;2016-01-01;;2016-03-31
50000861;Atendimento Fisioterapêutico em grupo em Pilates;2016-01-01;;2016-03-31
50000870;Atendimento Fisioterapêutico em Quiropraxia;2016-01-01;;2016-03-31
50000888;Baropodometria;2016-01-01;;2016-03-31
50000896;Avaliação ergonômica;2016-01-01;;2016-03-31
50000900;EMG não  invasivo;2016-01-01;;2016-03-31
50000918;Estabilometria;2016-01-01;;2016-03-31
50000926;Ventilometria (incluindo Capacidade Vital, Capacidade Inspiratoria, volume minuto, volume corrente e todos índices derivados destas avaliações);2016-01-01;;2016-03-31
50000934;Análise Eletroterapêutica não invasiva, identificação de ponto motor, cronaximetria, reobase, acomodação e curva I/T - por segmento ou membro;2016-01-01;;2016-03-31
50000942;Atendimento fisioterapêutico ambulatorial individual ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2016-01-01;2016-01-14;2016-03-31
50000950;Atendimento fisioterapêutico ambulatorial em grupo ao paciente com disfunção decorrente de alterações do sistema cardiovascular;2016-01-01;2016-01-14;2016-03-31
50000969;Hidroterapia individual;2016-01-01;2016-01-14;2016-03-31
50000977;Hidroterapia em grupo;2016-01-01;2016-01-14;2016-03-31
50000985;Atendimento fisioterapêutico ambulatorial individual ao paciente com disfunção decorrente de alterações no sistema respiratório;2016-01-01;2016-01-14;2016-03-31
50000993;Atendimento fisioterapêutico ambulatorial em grupo ao paciente com disfunção decorrente de alterações no sistema respiratório;2016-01-01;2016-01-14;2016-03-31
50001000;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório sem Assistência Ventilatória Mecânica.;2016-01-01;;2016-03-31
50001019;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório com Assistência Ventilatória Mecânica.;2016-01-01;;2016-03-31
50001027;Atendimento fisioterapêutico ambulatorial individual por alterações endocrino-metabólicas;2016-01-01;2016-01-14;2016-03-31
50001035;Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas;2016-01-01;2016-01-14;2016-03-31
50001043;Atendimento fisioterapêutico hospitalar ao paciente com dependência parcial com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;2016-01-01;;2016-03-31
