cd_procedimento,termo,categoria
70889368,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KPONTP35,Masculino
70889368,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KPONTP35,Feminino
70889368,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KPONTP35,N. I.
70889414,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP50,Masculino
70889414,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP50,Feminino
70889414,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP50,N. I.
70889490,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP41,Masculino
70889490,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP41,Feminino
70889490,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP41,N. I.
70889511,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KIMP310L,Masculino
70889511,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KIMP310L,Feminino
70889511,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KIMP310L,N. I.
70897182,SISTEMA CIMENTADO COLUMBUS REVISÃO AESCULAP - NR194K,Masculino
70897182,SISTEMA CIMENTADO COLUMBUS REVISÃO AESCULAP - NR194K,Feminino
70897182,SISTEMA CIMENTADO COLUMBUS REVISÃO AESCULAP - NR194K,N. I.
71018239,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312220,Masculino
71018239,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312220,Feminino
71018239,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312220,N. I.
71018255,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312270,Masculino
71018255,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312270,Feminino
71018255,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312270,N. I.
71018271,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312350,Masculino
71018271,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312350,Feminino
71018271,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927312350,N. I.
71018352,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927316400,Masculino
71018352,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927316400,Feminino
71018352,REBEL MONORAIL SISTEMA DE STENT DE CROMO E PLATINA - H7493927316400,N. I.
71238115,XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT - XIENCE PRIME: 1011707-12,Masculino
71238115,XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT - XIENCE PRIME: 1011707-12,Feminino
71238115,XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT - XIENCE PRIME: 1011707-12,N. I.
71238468,XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT - XIENCE PRIME LL: 1011707-33,Masculino
71238468,XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT - XIENCE PRIME LL: 1011707-33,Feminino
71238468,XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT - XIENCE PRIME LL: 1011707-33,N. I.
71240489,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT22512X,Masculino
71240489,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT22512X,Feminino
71240489,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT22512X,N. I.
71241280,STENT CORONÁRIO DE ELUIÇÃO BIOMINE SIROLIMUS - BIO27516,Masculino
71241280,STENT CORONÁRIO DE ELUIÇÃO BIOMINE SIROLIMUS - BIO27516,Feminino
71241280,STENT CORONÁRIO DE ELUIÇÃO BIOMINE SIROLIMUS - BIO27516,N. I.
71241922,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 2.5 mm X Comprimento: 13 mm,Masculino
71241922,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 2.5 mm X Comprimento: 13 mm,Feminino
71241922,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 2.5 mm X Comprimento: 13 mm,N. I.
71242015,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 2.75 mm X Comprimento: 16 mm,Masculino
71242015,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 2.75 mm X Comprimento: 16 mm,Feminino
71242015,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 2.75 mm X Comprimento: 16 mm,N. I.
71242180,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 3.5 mm X Comprimento: 19 mm,Masculino
71242180,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 3.5 mm X Comprimento: 19 mm,Feminino
71242180,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 3.5 mm X Comprimento: 19 mm,N. I.
71242198,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 3.5 mm X Comprimento: 23 mm,Masculino
71242198,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 3.5 mm X Comprimento: 23 mm,Feminino
71242198,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 3.5 mm X Comprimento: 23 mm,N. I.
71242244,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 13 mm,Masculino
71242244,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 13 mm,Feminino
71242244,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 13 mm,N. I.
71242252,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 16 mm,Masculino
71242252,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 16 mm,Feminino
71242252,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 16 mm,N. I.
71242260,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 19 mm,Masculino
71242260,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 19 mm,Feminino
71242260,STENT COBALTO-CROMO SCITECH RECOBERTO COM RAPAMICINA - Diâmetro: 4.0 mm X Comprimento: 19 mm,N. I.
71242848,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-2228,Masculino
71242848,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-2228,Feminino
71242848,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-2228,N. I.
71243127,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-4024,Masculino
71243127,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-4024,Feminino
71243127,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-4024,N. I.
71243739,STENT CORONÁRIO COM ELUIÇÃO DE EVEROLIMUS PROMUS ELEMENT -  Promus Element TM Plus: H7493918438400,Masculino
71243739,STENT CORONÁRIO COM ELUIÇÃO DE EVEROLIMUS PROMUS ELEMENT -  Promus Element TM Plus: H7493918438400,Feminino
71243739,STENT CORONÁRIO COM ELUIÇÃO DE EVEROLIMUS PROMUS ELEMENT -  Promus Element TM Plus: H7493918438400,N. I.
71246193,STENT CORONARIO COM SISTEMA DE LIBERACAO LUC CHOPIN 2 - ZSTC3.25x3614L,Masculino
71246193,STENT CORONARIO COM SISTEMA DE LIBERACAO LUC CHOPIN 2 - ZSTC3.25x3614L,Feminino
71246193,STENT CORONARIO COM SISTEMA DE LIBERACAO LUC CHOPIN 2 - ZSTC3.25x3614L,N. I.
71247440,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120325-18,Masculino
71247440,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120325-18,Feminino
71247440,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120325-18,N. I.
71248633,SISTEMA DE STENT CORONÁRIO DE CRÔMO E PLATINA COM ELUIÇÃO DE EVEROLIMUS - H7493925108250,Masculino
71248633,SISTEMA DE STENT CORONÁRIO DE CRÔMO E PLATINA COM ELUIÇÃO DE EVEROLIMUS - H7493925108250,Feminino
71248633,SISTEMA DE STENT CORONÁRIO DE CRÔMO E PLATINA COM ELUIÇÃO DE EVEROLIMUS - H7493925108250,N. I.
71251596,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2733KSM,Masculino
71251596,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2733KSM,Feminino
71251596,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2733KSM,N. I.
71298258,MULTI-LINK 8 CORONARY STENT - 1012169-23 - Multi-Link 8 Coronary Stent e Multi-Link 8 LL Coronary Stent Multi-Link 8 Coronary Stent,Masculino
71298258,MULTI-LINK 8 CORONARY STENT - 1012169-23 - Multi-Link 8 Coronary Stent e Multi-Link 8 LL Coronary Stent Multi-Link 8 Coronary Stent,Feminino
71298258,MULTI-LINK 8 CORONARY STENT - 1012169-23 - Multi-Link 8 Coronary Stent e Multi-Link 8 LL Coronary Stent Multi-Link 8 Coronary Stent,N. I.
71318879,STENT CORONÁRIO DE TROCA RÁPIDA INTEGRITY - INT35026X,Masculino
71318879,STENT CORONÁRIO DE TROCA RÁPIDA INTEGRITY - INT35026X,Feminino
71318879,STENT CORONÁRIO DE TROCA RÁPIDA INTEGRITY - INT35026X,N. I.
71457569,NUCLEO ACETABULAR NAO CIMENTADO,Masculino
71457569,NUCLEO ACETABULAR NAO CIMENTADO,Feminino
71457569,NUCLEO ACETABULAR NAO CIMENTADO,N. I.
71494847,Componente acetabular Duramer All Poly - 3691285200 - DURAMER® - Componente Acetabular All Poly 52 mm DE / 28 mm DI,Masculino
71494847,Componente acetabular Duramer All Poly - 3691285200 - DURAMER® - Componente Acetabular All Poly 52 mm DE / 28 mm DI,Feminino
71494847,Componente acetabular Duramer All Poly - 3691285200 - DURAMER® - Componente Acetabular All Poly 52 mm DE / 28 mm DI,N. I.
71495746,CABEÇA METÁLICA DEPUY - 136521000 - CABEÇA FEMORAL ARTICUL/EZE,Masculino
71495746,CABEÇA METÁLICA DEPUY - 136521000 - CABEÇA FEMORAL ARTICUL/EZE,Feminino
71495746,CABEÇA METÁLICA DEPUY - 136521000 - CABEÇA FEMORAL ARTICUL/EZE,N. I.
71495754,CABEÇA METÁLICA DEPUY - 136522000 - CABEÇA FEMORAL ARTICUL/EZE,Masculino
71495754,CABEÇA METÁLICA DEPUY - 136522000 - CABEÇA FEMORAL ARTICUL/EZE,Feminino
71495754,CABEÇA METÁLICA DEPUY - 136522000 - CABEÇA FEMORAL ARTICUL/EZE,N. I.
71518622,CÚPULA ACETABULAR PINNACLE GRIPTION - 121715250,Masculino
71518622,CÚPULA ACETABULAR PINNACLE GRIPTION - 121715250,Feminino
71518622,CÚPULA ACETABULAR PINNACLE GRIPTION - 121715250,N. I.
71519157,CÚPULA ACETABULAR PINNACLE GRIPTION - 121731056,Masculino
71519157,CÚPULA ACETABULAR PINNACLE GRIPTION - 121731056,Feminino
71519157,CÚPULA ACETABULAR PINNACLE GRIPTION - 121731056,N. I.
71519254,CÚPULA ACETABULAR PINNACLE GRIPTION - 121732056,Masculino
71519254,CÚPULA ACETABULAR PINNACLE GRIPTION - 121732056,Feminino
71519254,CÚPULA ACETABULAR PINNACLE GRIPTION - 121732056,N. I.
71521046,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92509 - Haste femoral sem rebordo não cimentada,Masculino
71521046,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92509 - Haste femoral sem rebordo não cimentada,Feminino
71521046,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92509 - Haste femoral sem rebordo não cimentada,N. I.
71521585,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.4 - AKS MODULAR,Masculino
71521585,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.4 - AKS MODULAR,Feminino
71521585,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.4 - AKS MODULAR,N. I.
71575030,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.10 - CO-10 PRIMÁRIA,Masculino
71575030,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.10 - CO-10 PRIMÁRIA,Feminino
71575030,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.10 - CO-10 PRIMÁRIA,N. I.
71575634,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.80 - LOGICAL PRIMÁRIA,Masculino
71575634,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.80 - LOGICAL PRIMÁRIA,Feminino
71575634,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.80 - LOGICAL PRIMÁRIA,N. I.
71579826,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.5.D,Masculino
71579826,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.5.D,Feminino
71579826,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.5.D,N. I.
71582266,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.10 - AKS MODULAR BLOQUEADO,Masculino
71582266,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.10 - AKS MODULAR BLOQUEADO,Feminino
71582266,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.10 - AKS MODULAR BLOQUEADO,N. I.
71590749,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.50 - CENTURY II MODULAR,Masculino
71590749,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.50 - CENTURY II MODULAR,Feminino
71590749,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.50 - CENTURY II MODULAR,N. I.
71590897,COMPONENTE ACETABULAR NAO CIMENTADO - 355.52 - A-LOCK MODULAR,Masculino
71590897,COMPONENTE ACETABULAR NAO CIMENTADO - 355.52 - A-LOCK MODULAR,Feminino
71590897,COMPONENTE ACETABULAR NAO CIMENTADO - 355.52 - A-LOCK MODULAR,N. I.
71639365,HASTE FEMORAL MODULAR CIMENTADA,Masculino
71639365,HASTE FEMORAL MODULAR CIMENTADA,Feminino
71639365,HASTE FEMORAL MODULAR CIMENTADA,N. I.
71648518,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Apex Eliminador de Furo: 124603000,Masculino
71648518,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Apex Eliminador de Furo: 124603000,Feminino
71648518,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Apex Eliminador de Furo: 124603000,N. I.
71649042,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Parafuso Periférico: 125745000,Masculino
71649042,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Parafuso Periférico: 125745000,Feminino
71649042,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Parafuso Periférico: 125745000,N. I.
71649050,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Parafuso Periférico: 125750000,Masculino
71649050,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Parafuso Periférico: 125750000,Feminino
71649050,FAMÍLIA  DE CUPULA ACETABULAR DEPUY - Parafuso Periférico: 125750000,N. I.
71698175,HASTE FEMORAL MODULAR NÃO CIMENTADA - 0892-000-0-1 Haste NC RF2 Nº-1 (12-14),Masculino
71698175,HASTE FEMORAL MODULAR NÃO CIMENTADA - 0892-000-0-1 Haste NC RF2 Nº-1 (12-14),Feminino
71698175,HASTE FEMORAL MODULAR NÃO CIMENTADA - 0892-000-0-1 Haste NC RF2 Nº-1 (12-14),N. I.
71877959,CABEÇA FEMORAL RESURFACING CONSERVE - 38031050,Masculino
71877959,CABEÇA FEMORAL RESURFACING CONSERVE - 38031050,Feminino
71877959,CABEÇA FEMORAL RESURFACING CONSERVE - 38031050,N. I.
71882219,HASTES PROFEMUR Z CLASSIC - PHA0CLS3 - PROFEMUR® Z CLASSIC STEM SZ 3 STANDARD SHORT NECK,Masculino
71882219,HASTES PROFEMUR Z CLASSIC - PHA0CLS3 - PROFEMUR® Z CLASSIC STEM SZ 3 STANDARD SHORT NECK,Feminino
71882219,HASTES PROFEMUR Z CLASSIC - PHA0CLS3 - PROFEMUR® Z CLASSIC STEM SZ 3 STANDARD SHORT NECK,N. I.
71882243,HASTES PROFEMUR Z CLASSIC - PHA0CLS6 - PROFEMUR® Z CLASSIC STEM SZ 6 STANDARD SHORT NECK,Masculino
71882243,HASTES PROFEMUR Z CLASSIC - PHA0CLS6 - PROFEMUR® Z CLASSIC STEM SZ 6 STANDARD SHORT NECK,Feminino
71882243,HASTES PROFEMUR Z CLASSIC - PHA0CLS6 - PROFEMUR® Z CLASSIC STEM SZ 6 STANDARD SHORT NECK,N. I.
71882340,HASTES PROFEMUR Z CLASSIC - PHA0CLE7 - PROFEMUR® Z CLASSIC STEM SZ 7 EXTENDED SHORT NECK,Masculino
71882340,HASTES PROFEMUR Z CLASSIC - PHA0CLE7 - PROFEMUR® Z CLASSIC STEM SZ 7 EXTENDED SHORT NECK,Feminino
71882340,HASTES PROFEMUR Z CLASSIC - PHA0CLE7 - PROFEMUR® Z CLASSIC STEM SZ 7 EXTENDED SHORT NECK,N. I.
72045442,MULTI-LINK 8 SV CORONARY STENT - 1012164-12,Masculino
72045442,MULTI-LINK 8 SV CORONARY STENT - 1012164-12,Feminino
72045442,MULTI-LINK 8 SV CORONARY STENT - 1012164-12,N. I.
72166835,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB011K - ENDURO COMP.TÍBIAL OFFSET CIMENTADO T1 - (Componente Tibial),Masculino
72166835,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB011K - ENDURO COMP.TÍBIAL OFFSET CIMENTADO T1 - (Componente Tibial),Feminino
72166835,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB011K - ENDURO COMP.TÍBIAL OFFSET CIMENTADO T1 - (Componente Tibial),N. I.
72166908,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB018K - ENDURO COMPONENTE FEMORAL CIMENTADO F2R - (Fêmur Cimentado),Masculino
72166908,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB018K - ENDURO COMPONENTE FEMORAL CIMENTADO F2R - (Fêmur Cimentado),Feminino
72166908,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB018K - ENDURO COMPONENTE FEMORAL CIMENTADO F2R - (Fêmur Cimentado),N. I.
72166924,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB025K - ENDURO SEMICUNHA TÍBIAL T1 4MM RM/LL - (Semicunha tibial),Masculino
72166924,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB025K - ENDURO SEMICUNHA TÍBIAL T1 4MM RM/LL - (Semicunha tibial),Feminino
72166924,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB025K - ENDURO SEMICUNHA TÍBIAL T1 4MM RM/LL - (Semicunha tibial),N. I.
72166967,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB035K - ENDURO SEMICUNHA TÍBIAL T1 4MM RL/LM - (Semicunha tibial),Masculino
72166967,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB035K - ENDURO SEMICUNHA TÍBIAL T1 4MM RL/LM - (Semicunha tibial),Feminino
72166967,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NB035K - ENDURO SEMICUNHA TÍBIAL T1 4MM RL/LM - (Semicunha tibial),N. I.
72168285,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NR882M - ENDURO COMPONENTE MENISCAL F2 14MM - (Superfície de Deslizamento),Masculino
72168285,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NR882M - ENDURO COMPONENTE MENISCAL F2 14MM - (Superfície de Deslizamento),Feminino
72168285,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NR882M - ENDURO COMPONENTE MENISCAL F2 14MM - (Superfície de Deslizamento),N. I.
72168447,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NX043 - PATELA 3 PINOS P3 - (Patela),Masculino
72168447,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NX043 - PATELA 3 PINOS P3 - (Patela),Feminino
72168447,ENDURO - SISTEMA DE REVISÃO PARA ARTROPLASTIA DE JOELHO - NX043 - PATELA 3 PINOS P3 - (Patela),N. I.
72173971,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN231 COLUMBUS CR Superfície de deslizamento DD T3/T3+ 12,Masculino
72173971,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN231 COLUMBUS CR Superfície de deslizamento DD T3/T3+ 12,Feminino
72173971,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN231 COLUMBUS CR Superfície de deslizamento DD T3/T3+ 12,N. I.
72174382,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN440 COLUMBUS CR/UC SUPERFÍCIE DESLIZ.T4/4+ 10MM,Masculino
72174382,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN440 COLUMBUS CR/UC SUPERFÍCIE DESLIZ.T4/4+ 10MM,Feminino
72174382,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN440 COLUMBUS CR/UC SUPERFÍCIE DESLIZ.T4/4+ 10MM,N. I.
72174587,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN077K COLUMBUS CR/PS COMPONENTE TIBIAL T4,Masculino
72174587,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN077K COLUMBUS CR/PS COMPONENTE TIBIAL T4,Feminino
72174587,SISTEMA CIMENTADO PARA ARTROPLASTIA TOTAL DE JOELHO CR AESCULAP - NN077K COLUMBUS CR/PS COMPONENTE TIBIAL T4,N. I.
72180579,SISTEMA TOTAL DE QUADRIL PROFEMUR RENAISSANCE/LINEAGE - 36430048 LIN PC QUAD HEMI FLR ESTRUTURA PADRÃO TAMANHO 48 GRUPO 1,Masculino
72180579,SISTEMA TOTAL DE QUADRIL PROFEMUR RENAISSANCE/LINEAGE - 36430048 LIN PC QUAD HEMI FLR ESTRUTURA PADRÃO TAMANHO 48 GRUPO 1,Feminino
72180579,SISTEMA TOTAL DE QUADRIL PROFEMUR RENAISSANCE/LINEAGE - 36430048 LIN PC QUAD HEMI FLR ESTRUTURA PADRÃO TAMANHO 48 GRUPO 1,N. I.
